stationID,nameTH,nameEN,areaTH,areaEN,stationType,lat,long,PM25.color_id,PM25.aqi,PM10.color_id,PM10.aqi,O3.color_id,O3.aqi,CO.color_id,CO.aqi,NO2.color_id,NO2.aqi,SO2.color_id,SO2.aqi,AQI.color_id,AQI.aqi,AQI.param,datetime
21t,โรงเรียนอยุธยาวิทยาลัย,Ayutthaya Witthayalai School,"ต.ประตูชัย อ.พระนครศรีอยุธยา, พระนครศรีอยุธยา","Pratu Chai, Phra Nakhon Si Ayutthaya",GROUND,14.35222,100.565325,3,84,0,-1,0,-1,0,-1,0,-1,0,-1,3,84,PM25,2025-05-01 23:00:00
o64,โรงพยาบาลส่งเสริมสุขภาพ,Health Promoting Hospital Khlong Sakae,"ต.คลองสะแก, อ.นครหลวง, พระนครศรีอยุธยา","Khlong Sakae, Phra Nakhon Si Ayutthaya",MOBILE,14.499973,100.650785,3,71,1,23,0,-999,0,-999,0,-999,0,-999,3,71,PM25,2025-05-01 23:00:00
70t,สนามกีฬาจังหวัดพะเยา,"Phayao Provincial, Phayao","ต.บ้านต๋อม อ.เมือง, พะเยา","Bantom, Meuang, Phayao",GROUND,19.200226,99.893048,1,24,0,-1,0,-1,0,-1,0,-1,0,-999,1,24,PM25,2025-05-01 23:00:00
o73,ศูนย์ราชการจังหวัดพังงา,Phangnga Provincial Government Center,"ต.ถ้ำน้ำผุด อ.เมือง, พังงา","Mueang, Phangnga",MOBILE,8.424964,98.528719,1,22,0,-999,0,-999,0,-999,0,-999,0,-999,1,22,PM25,2025-05-01 23:00:00
o67,สำนักงานทรัพยากรธรรมชาติและสิ่งแวดล้อมจังหวัดพัทลุง,"Natural Resource and Environment, Phatthalung","ต.ควนมะพร้าว อ.เมือง, พัทลุง","Khuan Maphrao, Mueang, Phatthalung",MOBILE,7.614396,100.113766,1,21,1,11,0,-999,0,-999,0,-999,0,-999,1,21,PM25,2025-05-01 23:00:00
95t,สนามกีฬาจังหวัดพิจิตร," Phichit Provincial , Phichit","ต.ในเมือง อ.เมือง, พิจิตร","Nai Mueang Subdistrict, Mueang District, Phichit",GROUND,16.442554,100.322756,2,28,1,23,2,40,1,6,1,3,1,0,2,40,O3,2025-05-01 23:00:00
86t,สวนชมน่านเฉลิมพระเกียรติ,Chom Nan Chaloem Phrakiat Public Park,"ต.ในเมือง อ.เมือง, พิษณุโลก","Nai Mueang, Mueang, Phitsanulok",GROUND,16.820833,100.258056,1,23,1,12,3,59,0,-1,1,4,0,-1,3,59,O3,2025-05-01 23:00:00
43t,ศูนย์บริการสาธารณสุขเทศบาลภูเก็ต,Municipal Health Center,"ต.ตลาดใหญ่ อ.เมือง, ภูเก็ต","Talat Yai, Mueang, Phuket",GROUND,7.884488,98.391283,1,16,1,10,0,-1,0,-1,1,3,1,0,1,16,PM25,2025-05-01 23:00:00
114t,สวนสุขภาพประมวลสุข,Pramuan Suk Health Park,"ต.ตลาด อ.เมือง, มหาสารคาม","Talat, Muang Mahasarakham, Maha Sarakham",GROUND,16.177283,103.299824,3,88,2,29,3,64,1,4,1,3,1,0,3,88,PM25,2025-05-01 23:00:00
102t,สนามกีฬากลางจังหวัดมุกดาหาร,Mukdahan Provincial Stadium,"ต.มุกดาหาร อ.เมือง, มุกดาหาร","Mukdaman Subdistrict, Mueang District, Mukdahan",GROUND,16.54257,104.7192,3,63,1,24,3,51,1,2,1,2,1,0,3,63,PM25,2025-05-01 23:00:00
63t,สนามโรงพิธีช้างเผือก ,White Elephant Park,"ต.สะเตง อ.เมือง, ยะลา","Sateng, Mueang, Yala",GROUND,6.546205,101.283137,1,16,0,-1,0,-1,0,-1,0,-1,0,-999,1,16,PM25,2025-05-01 23:00:00
78t,ศูนย์พัฒนาเด็กเล็กเทศบาลเมืองเบตง,"child development centers, Betong","ต.เบตง อ.เบตง, ยะลา","Betong, Yala",GROUND,5.763873,101.067903,1,15,0,-1,0,-999,0,-999,0,-999,0,-999,1,15,PM25,2025-05-01 23:00:00
109t,สวนสาธารณะพญาแถน,Phaya Thaen Public Park,"ต.ในเมือง,อ.เมือง, ยโสธร","Mueang, Yasothon",GROUND,15.783861,104.154639,4,139,0,-1,1,14,1,2,1,2,1,1,4,139,PM25,2025-05-01 23:00:00
o70,สำนักงานเทศบาลเมืองระนอง,Ranong Municipal office,"ต.เขานิเวศน์  อ.เมือง, ระนอง","Mueang District, Ranong",MOBILE,9.961849,98.639341,1,15,0,-999,0,-999,0,-999,0,-999,0,-999,-1,15,PM25,2025-05-01 23:00:00
28t,สำนักงานสาธารณสุขอำเภอปลวกแดง,Pluakdaeng District Health Office,"ต.ปลวกแดง อ.ปลวกแดง, ระยอง","Pluak Daeng, Pluak Daeng, Rayong",GROUND,12.97378333,101.21285,2,43,0,-1,0,-1,0,-1,0,-1,0,-1,2,43,PM25,2025-05-01 23:00:00
29t,โรงพยาบาลส่งเสริมสุขภาพตำบลมาบตาพุด ,Health Promotion Hospital Maptaput,"ต.มาบตาพุด อ.เมือง, ระยอง","Map Ta Phut, Meuang, Rayong",GROUND,12.70865,101.1659833,3,77,2,33,0,-1,0,-1,0,-1,1,1,3,77,PM25,2025-05-01 23:00:00
30t,สนามกีฬากลางจังหวัดระยอง,Rayong Provincial Stadium,"สนามกีฬากลางจังหวัดระยอง ต.เนินพระ อ.เมือง, ระยอง"," Noen Phra, Muang Rayong, Rayong",GROUND,12.678917,101.234664,1,23,1,19,1,16,1,2,1,3,1,0,1,23,PM25,2025-05-01 23:00:00
31t,ศูนย์วิจัยพืชไร่ระยอง ,"Field Crop Research Center, Rayong","ต.ห้วยโป่ง อ.เมือง, ระยอง","Huai Pong, Meuang, Rayong",GROUND,12.73518333,101.13565,3,78,0,-1,0,-1,0,-1,0,-1,0,-1,3,78,PM25,2025-05-01 23:00:00
74t,ศูนย์ราชการจังหวัดระยอง ,"Government Complex, Rayong","ศูนย์ราชการจังหวัดระยอง  ต.เนินพระ อ.เมือง, ระยอง","Nern Pra, Meuang, Rayong",GROUND,12.7066,101.18055,2,28,1,16,0,-1,0,-1,0,-1,0,-1,2,28,PM25,2025-05-01 23:00:00
o38,ค่ายสุรสิงหนาท,Khai Surasinghanat,"ต.ตะพง อ.เมือง, ระยอง","Taphong, Mueang, Rayong",MOBILE,12.648576,101.32245,1,25,0,-1,0,-999,0,-999,0,-999,0,-999,1,25,PM25,2025-05-01 23:00:00
26t,สำนักงานสิ่งแวดล้อมภาคที่8,Environmental Office 8 ratchaburi,"ต.หน้าเมือง อ.เมือง, ราชบุรี","Na Mueang, Mueang, Ratchaburi",GROUND,13.52344,99.814082,3,54,0,-1,0,-1,0,-1,0,-1,0,-1,3,54,PM25,2025-05-01 23:00:00
113t,บึงพลาญชัย,Bueng Planchai,"ต.ในเมือง อ.เมือง, ร้อยเอ็ด"," Nai Mueang Subdistrict, Mueang District, Roi Et",GROUND,16.057448,103.651056,4,159,3,61,3,64,1,2,1,0,1,0,4,159,PM25,2025-05-01 23:00:00
99t,สถานีอุตุนิยมวิทยาลพบุรี, Meteorological Station Lopburi,"ต.ทะเลชุบศร อ.เมือง, ลพบุรี"," Talay Chupson Subdistrict, Mueang District, Lopburi",GROUND,14.800032,100.628548,3,70,1,22,1,24,1,3,1,11,1,0,3,70,PM25,2025-05-01 23:00:00
37t,สถานีอุตุนิยมวิทยาลำปาง,"Meteorological stations, Lampang","ต.พระบาท อ.เมือง, ลำปาง","Phra Bat, Meuang, Lampang",GROUND,18.2783333,99.5064666,1,21,0,-1,0,-1,0,-1,0,-1,0,-1,1,21,PM25,2025-05-01 23:00:00
38t,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสบป้าด ,"Health Promotion Hospital Sob Pad, Lampang","ต.สบป้าด อ.แม่เมาะ, ลำปาง","Sop Pat, Mae Mo, Lampang",GROUND,18.2508166,99.76395,1,19,0,-1,0,-1,0,-1,0,-1,0,-1,1,19,PM25,2025-05-01 23:00:00
39t,โรงพยาบาลส่งเสริมสุขภาพตำบลท่าสี ,Health Promotion Hospital Banthasri,"ต.บ้านดง อ.แม่เมาะ, ลำปาง","Ban Dong, Mae Mo, Lampang",GROUND,18.4267833,99.7576333,1,20,0,-1,0,-1,0,-999,0,-1,0,-1,1,20,PM25,2025-05-01 23:00:00
40t,การประปาส่วนภูมิภาคแม่เมาะ,Provincial Waterworks Authority Mae Moh,"ต.แม่เมาะ อ.แม่เมาะ, ลำปาง","Mae Mo, Mae Mo, Lampang",GROUND,18.2826333,99.6598166,1,20,0,-1,0,-1,0,-999,0,-1,0,-1,1,20,PM25,2025-05-01 23:00:00
68t,อุตุนิยมวิทยาลำพูน,"Meteorological Staions, Lamphun","ต.บ้านกลาง อ.เมือง, ลำพูน","ฺBan Klang, Mueang, Lamphun",GROUND,18.567194,99.038639,1,17,0,-1,1,14,0,-1,1,0,0,-1,1,17,PM25,2025-05-01 23:00:00
o20,บริเวณที่ว่าการอำเภอลี้, Li District Office,"ต.ลี้ อ.ลี้, ลำพูน","Lee Subdistrict, Lee District, Lamphun",MOBILE,17.802222,98.949722,1,14,0,-999,0,-999,0,-999,0,-999,0,-999,1,14,PM25,2025-05-01 23:00:00
112t,สถานีอุตุนิยมวิทยาศรีสะเกษ,Sisaket Meteorological Center,"ต.หนองครก อ.เมือง, ศรีสะเกษ","Nongkrog Subdistrict, Mueang District, Sisaket",GROUND,15.087087,104.326787,4,146,0,-999,3,77,1,2,1,5,1,0,4,146,PM25,2025-05-01 23:00:00
90t,สถานีอุตุนิยมวิทยาสกลนคร,"Meteorological stations, Sakon Nakhon","ต.ธาตุนาเวง อ.เมือง, สกลนคร","That Naweng, Mueang, Sakon Nakhon",GROUND,17.15662,104.133216,3,55,1,19,0,-1,0,-1,0,-1,0,-1,3,55,PM25,2025-05-01 23:00:00
44t,เทศบาลนครหาดใหญ่ ,Hat Yai Municipality,"ต.หาดใหญ่ อ.หาดใหญ่, สงขลา","Hat Yai, Songkhla",GROUND,7.020434,100.484088,1,16,0,-1,1,14,0,-1,0,-1,0,-1,1,16,PM25,2025-05-01 23:00:00
o28,โรงเรียนชุมชนบ้านปาดังเบซาร์,Chumchon Banpadang School,"ต.ปาดังเบซาร์ อ.สะเดา, จ.สงขลา","Padangbesa, Sadao District, Songkhla",MOBILE,6.66638438023621,100.32726914385205,1,24,0,-999,0,-999,0,-999,0,-999,0,-999,1,24,PM25,2025-05-01 23:00:00
80t,ศาลากลาง จ.สตูล,"City Hall, Satun","ต.พิมาน อ.เมือง, สตูล","Phiman, Mueang, Satun",GROUND,6.624747,100.066159,1,16,0,-1,0,-1,0,-1,0,-1,0,-1,1,16,PM25,2025-05-01 23:00:00
08t,ศูนย์ฟื้นฟูอาชีพคนพิการและทุพลภาพ ,Prabadang Rehabiltation Center,"ต.ทรงคนอง อ.พระประแดง, สมุทรปราการ","Song Kanong, Phra Pradaeng, Samut Prakan",GROUND,13.664087,100.543436,3,53,0,-1,0,-1,0,-1,0,-1,0,-1,3,53,PM25,2025-05-01 23:00:00
16t,โรงไฟฟ้าพระนครใต้ ,South Bangkok Power Plant,"ต.บางโปรง อ.เมือง, สมุทรปราการ","Bang Prong, Meuang, Samut Prakan",GROUND,13.618,100.5562,2,37,1,15,0,-1,0,-1,0,-1,0,-1,2,37,PM25,2025-05-01 23:00:00
17t,บ้านพักกรมอุตสาหกรรมพื้นฐานและการเหมืองแร่,Residence for Dept. of Mineral Resources,"ต.ตลาด อ.พระประแดง, สมุทรปราการ","Talat, Phra Pradaeng, Samut Prakan",GROUND,13.652141,100.531805,2,38,0,-1,0,-1,0,-1,0,-1,0,-1,2,38,PM25,2025-05-01 23:00:00
18t,ศาลากลางจังหวัดสมุทรปราการ ,"City Hall, Samut Prakan","ต.ปากน้ำ อ.เมือง, สมุทรปราการ","Pak Nam, Meuang, Samut Prakan",GROUND,13.599149,100.597345,3,85,0,-1,0,-1,0,-1,0,-1,0,-1,3,85,PM25,2025-05-01 23:00:00
19t,การเคหะชุมชนเมืองใหม่บางพลี ,National Housing Authority Bangplee,"ต.บางเสาธง อ.บางเสาธง, สมุทรปราการ","Bang Sao Thong, Bang Sao Thong, Samut Prakan ",GROUND,13.5705,100.7862867,2,43,0,-1,0,-1,0,-1,0,-1,0,-1,2,43,PM25,2025-05-01 23:00:00
84t,สำนักงานสาธารณสุขจังหวัดสมุทรสงคราม,Samut Songkhram Health Office," ต.ลาดใหญ่ อ.เมือง, สมุทรสงคราม","Mueang, Samut Songkhram",GROUND,13.428581,100.024664,2,33,1,15,3,82,0,-1,0,-1,0,-1,3,82,O3,2025-05-01 23:00:00
14t,แขวงการทางสมุทรสาคร ,Highway District,"ต.อ้อมน้อย อ.กระทุ่มแบน, สมุทรสาคร","Om Noi, Krathum Baen, Samut Sakhon",GROUND,13.7054879,100.315622,3,54,0,-1,0,-1,0,-1,0,-1,0,-1,3,54,PM25,2025-05-01 23:00:00
27t,โรงเรียนสมุทรสาครวิทยาลัย,Samut Sakhon Wittayalai School,"ต.มหาชัย อ.เมือง, สมุทรสาคร","Maha Chai, Mueang, Samut Sakhon",GROUND,13.5502631,100.2647676,3,98,0,-1,0,-1,0,-999,0,-1,1,0,3,98,PM25,2025-05-01 23:00:00
o26,สถานีพัฒนาที่ดิน,Land Development Station,"ต.บางโทรัด อ.เมือง, สมุทรสาคร","Bang Tho Rat, Mueang, Samut Sakhon",MOBILE,13.520415,100.1506688,2,39,0,-999,0,-999,0,-999,0,-999,0,-999,2,39,PM25,2025-05-01 23:00:00
24t,สถานีตำรวจภูธรตำบลหน้าพระลาน ,Na Phralan Police Station ,"ต.หน้าพระลาน อ.เฉลิมพระเกียรติ, สระบุรี","Na Phra Lan, Chaloem Phra Kiat, Saraburi",GROUND,14.685833,100.871996,3,69,2,50,0,-1,0,-1,0,-1,0,-1,3,69,PM25,2025-05-01 23:00:00
25t,สถานีดับเพลิงพระลักษณ์,Khao Noi Fire Station,"ต.ปากเพรียว อ.เมือง, สระบุรี","Pak Phriao, Mueang Saraburi, Saraburi",GROUND,14.526343,100.926047,2,38,1,21,0,-1,0,-999,0,-1,0,-999,2,38,PM25,2025-05-01 23:00:00
71t,สวนกาญจนาภิเษก ร.9 (ฝั่งสวนหิน),Kanjanapisek Park,"ต.อรัญประเทศ อ.อรัญประเทศ, สระแก้ว","Aranyaprathet, Aranyaprathet, Sa Kaeo",GROUND,13.691047,102.510442,3,62,1,24,0,-1,0,-1,0,-1,0,-1,3,62,PM25,2025-05-01 23:00:00
104t,โรงเรียนสิงห์บุรี,SINGBURI SCHOOL,"ต.บางมัญ อ.เมือง, สิงห์บุรี"," Bang Man Subdistrict, Mueang District, Sing Buri",GROUND,14.8933874,100.4130773,4,109,0,-1,3,61,1,3,1,14,1,1,4,109,PM25,2025-05-01 23:00:00
85t,สนามกีฬากลางจังหวัดสุพรรณบุรี,Suphan Buri Provincial Central Stadium,"ต.ดอนกำยาน อ.เมือง, สุพรรณบุรี","Don Kamyan, Mueang, Suphun Buri",GROUND,14.476214,100.086095,3,73,2,28,0,-1,0,-1,0,-1,0,-1,3,73,PM25,2025-05-01 23:00:00
42t,สำนักงานสิ่งแวดล้อมภาคที่ 14,"Environment Agency Section 14, Surat Thani","ต.มะขามเตี้ย อ.เมือง, สุราษฎร์ธานี","Makham Tia, Mueang, Surat Thani",GROUND,9.126017,99.325145,1,16,0,-1,0,-1,0,-1,0,-1,0,-1,1,16,PM25,2025-05-01 23:00:00
111t,สถานีอุตุนิยมวิทยาสุรินทร์,Surin Meteorological Center,"ต.นอกเมือง, อ.เมือง, จ.สุรินทร์","Nok Mueang, Mueang, Surin",GROUND,14.8762222,103.4965833,4,105,0,-999,3,61,1,3,1,3,1,0,4,105,PM25,2025-05-01 23:00:00
96t,สวนสาธารณะ ชุมชนเลอไทย,Le Thai Community Park,"ต.ธานี อ.เมือง, สุโขทัย","Tambon Thani, Amphoe Mueang, Sukhothai",GROUND,17.006059,99.81927,1,13,1,8,1,21,1,1,1,3,1,0,1,21,O3,2025-05-01 23:00:00
82t,สวนสาธารณะหนองถิ่น,"Nong Thin Public Park, Nong Khai"," ต.มีชัย อ.เมือง, หนองคาย","Meechai, Meuang, Nong Khai",GROUND,17.87748,102.728925,3,92,2,29,1,20,1,2,1,2,1,0,3,92,PM25,2025-05-01 23:00:00
115t,องค์การริหารส่วนจังหวัดหนองบัวลำภู,Nong Bua Lamphu Provincial Administrative Organization ,"ต.หนองบัว อ.เมือง, หนองบัวลำภู","Nong Bua Subdistrict, Mueang District, Nong Bua Lamphu",GROUND,17.193824,102.4585009,2,44,1,16,2,50,1,2,1,1,1,0,2,50,O3,2025-05-01 23:00:00
110t,สำนักงานเทศบาลเมืองอำนาจเจริญ,Amnat Charoen Municipality,"ต.บุ่ง, อ.เมือง, จ.อำนาจเจริญ","Bung, Mueang, Amnat Charoen",GROUND,15.8758,104.6223,4,119,0,-999,3,59,1,2,1,3,1,0,4,119,PM25,2025-05-01 23:00:00
91t,สวนสาธารณะหนองประจักษ์ อุดรธานี,"Nong Prajak Public Park, Udon Thani","ต.หมากแข้ง อ.เมือง, อุดรธานี","Mak Khaeng, Mueang, Udon Thani",GROUND,17.414174,102.780926,3,62,1,17,0,-1,0,-1,0,-1,0,-1,3,62,PM25,2025-05-01 23:00:00
92t,สวนมหามงคลเฉลิมพระชนมพรรษา 6 รอบ 5 ธันวาคม 2552 อุตรดิตถ์,"72nd Anniversary King Bhumibol Public Park, Uttaradit","ต.ท่าอิฐ อ.เมือง, อุตรดิตถ์","Tha It, Mueang, Uttaradit",GROUND,17.631352,100.09896,2,36,1,17,1,22,1,0,1,5,1,0,2,36,PM25,2025-05-01 23:00:00
98t,สถานีสวนเฉลิมพระเกียรติพระบาทสมเด็จพระเจ้าอยู่หัว เฉลิมพระชนมพรรษา 80 พรรษา,Chaloem Phrakiat Park Station 80th birthday celebration,"ต.อุทัยใหม่ อ.เมือง, อุทัยธานี","Mueang, Uthai Thani",GROUND,15.373638,100.038725,3,71,2,27,2,50,1,4,1,3,1,0,3,71,PM25,2025-05-01 23:00:00
83t,ศูนย์แสดงและจำหน่ายสินค้า OTOP จังหวัดอุบลราชธานี,"OTOP Center, Ubon Ratchathani","ต.ในเมือง อ.เมือง, อุบลราชธานี","Mueang, Ubon Ratchathani",GROUND,15.245413,104.846219,4,134,2,41,0,-1,0,-1,1,0,0,-1,4,134,PM25,2025-05-01 23:00:00
116t, สวนน้ำเฉลิมพระเกียรติ ,Chaloem Phra Kiat Water Park,"ต.ย่านซื่อ อ.เมือง, อ่างทอง","Yan Sue Subdistrict, Mueang Ang Thong District Ang Thong Province",GROUND,14.606306,100.453589,2,48,1,21,2,50,1,2,1,9,1,0,2,50,O3,2025-05-01 23:00:00
57t,สำนักงานทรัพยากรธรรมชาติและสิ่งแวดล้อมจังหวัดเชียงราย,"Natural Resources and Environment Office, Chiangrai","ต.เวียง อ.เมือง, เชียงราย","Wiang, Meuang, Chiang Rai",GROUND,19.909217,99.823467,1,20,1,11,0,-1,0,-1,0,-1,0,-999,1,20,PM25,2025-05-01 23:00:00
73t,สำนักงานสาธารณสุขแม่สาย,Maesai Health Office,"ต.เวียงพางคำ อ.แม่สาย, เชียงราย","Wiang Phang Kham, Mae Sai, Chiang Rai",GROUND,20.427325,99.883842,1,24,1,15,1,0,1,0,1,0,1,0,1,24,PM25,2025-05-01 23:00:00
o69,ศูนย์ป้องกันและบรรเทาสาธารณภัยเทศบาลตำบลเวียง,Wiang Subdistrict Disaster Prevention and Mitigation Center,"ต.เวียง อ.เชียงของ, เชียงราย","Wiang Subdistrict, Chiang Khong District, Chiang Rai",MOBILE,20.2575,100.4025,1,20,0,-999,0,-999,0,-999,0,-999,0,-999,1,20,PM25,2025-05-01 23:00:00
35t,ศูนย์ราชการจังหวัดเชียงใหม่ ,"City Hall, Chiangmai","ต.ช้างเผือก อ.เมือง, เชียงใหม่","Chang Phueak, Meuang, Chiang Mai",GROUND,18.840732,98.96978,2,27,0,-1,0,-1,0,-1,0,-1,0,-1,2,27,PM25,2025-05-01 23:00:00
36t,โรงเรียนยุพราชวิทยาลัย ,Yupparaj Wittayalai School,"ต.ศรีภูมิ อ.เมือง, เชียงใหม่","Si Phum, Meuang, Chiang Mai",GROUND,18.7909333,98.99,1,14,0,-1,0,-999,0,-1,0,-1,0,-1,1,14,PM25,2025-05-01 23:00:00
o22,โรงพยาบาลเทพรัตนเวชชานุกูล แม่แจ่ม,"Debaratana Vejjanukul Hospital, Mae Chaem","ต.ช่างเคิ่ง อ.แม่แจ่ม, เชียงใหม่","Chang Khoeng,Mae Chaem,Chiang Mai",MOBILE,18.498333,98.379444,1,14,0,-999,0,-999,0,-999,0,-999,0,-999,1,14,PM25,2025-05-01 23:00:00
o25,การไฟฟ้าส่วนภูมิภาค สาขา อำเภอฮอด,"Provincial Electricity Authority, Hot District Branch","ต.หางดง อ.ฮอด, จ.เชียงใหม่","Hang Dong, Hot District, Chiang Mai",MOBILE,18.172495,98.61069,2,28,0,-999,0,-999,0,-999,0,-999,0,-999,2,28,PM25,2025-05-01 23:00:00
o27,สำนักงานเทศบาลตำบลเมืองนะ,Mueang Na Subdistrict Municipality Office,"ต.เมืองนะ อ.เชียงดาว, เชียงใหม่","Muangna Subdistrict, Chiang Dao District, Chiang Mai",MOBILE,19.593889,98.961667,1,11,0,-999,0,-999,0,-999,0,-999,0,-999,1,11,PM25,2025-05-01 23:00:00
o59,พระตำหนักภูพิงคราชนิเวศน์ ,Wiang Subdistrict Disaster Prevention and Mitigation Center,"ต.สุเทพ  อ.เมือง, จ.เชียงใหม่","Suthep Subdistrict, Mueang District, Chiang Mai Province",MOBILE,18.804894,98.900698,1,24,0,-999,0,-999,0,-999,0,-999,0,-999,1,24,PM25,2025-05-01 23:00:00
o72,สำนักงานเทศบาลเมืองเพชรบุรี ,Phetchaburi Municipality,"ต.คลองกระแชง อ.เมือง, เพชรบุรี","Tambon Khlong Kra Saeng, Amphoe Mueang Phetchaburi, Chang Wat Phetchaburi",MOBILE,13.11249031,99.9461325,2,35,0,-999,0,-999,0,-999,0,-999,0,-999,2,35,PM25,2025-05-01 23:00:00
97t,สวนเพชบุระ,Phetbura garden,"ต.ในเมือง อ.เมือง, เพชรบูรณ์"," Nai Mueang Subdistrict, Mueang District, Phetchabun",GROUND,16.418417,101.156556,2,35,1,16,2,35,1,2,1,2,1,0,2,35,PM25,2025-05-01 23:00:00
72t,สวนสาธารณะเฉลิมพระเกียรติ 60 พรรษามหาราชินี จังหวัดเลย,"60th Anniversary Queen Sirikit Public Park, Loei","ต.กุดป่อง อ.เมือง, เลย","Kut Pong Subdistrict, Mueang District, Loei",GROUND,17.48462,101.732734,2,35,1,15,1,18,1,3,1,1,0,-1,2,35,PM25,2025-05-01 23:00:00
69t,อุตุนิยมวิทยาจังหวัดแพร่,"Meteorology Center, Phrae","ต.นาจักร อ.เมือง, แพร่","Na Chak, Meuang, Phrae",GROUND,18.1283666,100.1624333,2,27,0,-1,0,-1,0,-1,0,-1,0,-1,2,27,PM25,2025-05-01 23:00:00
58t,สำนักงานทรัพยากรธรรมชาติและสิ่งแวดล้อมจังหวัดแม่ฮ่องสอน,"Natural Resources and Environment Office, Mae Hongson","ต.จองคำ อ.เมือง, แม่ฮ่องสอน","Chong Kham, Meuang, Mae Hong Son",GROUND,19.30455,97.97165,1,14,1,6,0,-1,0,-1,0,-1,0,-999,1,14,PM25,2025-05-01 23:00:00
o24,เทศบาลตำบลปาย,Pai Municipality,"ต.เวียงใต้ อ.ปาย, แม่ฮ่องสอน","Pai, Pai, Mae Hong Son",MOBILE,19.3591522,98.4364794,1,14,0,-999,0,-999,0,-999,0,-999,0,-999,1,14,PM25,2025-05-01 23:00:00
o29,ที่ว่าการอำเภอแม่สะเรียง,Mae Sariang District Office,"ต.แม่สะเรียง อ.แม่สะเรียง, แม่ฮ่องสอน","Mae Sariang, Mae Sariang District, Mae Hong Son",MOBILE,18.158912,97.93271,1,20,0,-999,0,-999,0,-999,0,-999,0,-999,1,20,PM25,2025-05-01 23:00:00
